Identifier,project_url,general_description,objectives,beneficiaries,status,notes
P-Z1-AAZ-034,https://mapafrica.afdb.org/project/P-Z1-AAZ-034,,,,not_found,failed to fetch page
P-MG-AAB-003,https://mapafrica.afdb.org/project/P-MG-AAB-003,,,,not_found,failed to fetch page
P-TN-AA0-011,https://mapafrica.afdb.org/project/P-TN-AA0-011,,,,not_found,failed to fetch page
P-ZM-AA0-046,https://mapafrica.afdb.org/project/P-ZM-AA0-046,,,,not_found,failed to fetch page
P-MZ-AA0-033,https://mapafrica.afdb.org/project/P-MZ-AA0-033,,,,not_found,failed to fetch page
P-GW-A00-010,https://mapafrica.afdb.org/project/P-GW-A00-010,,,,not_found,failed to fetch page
P-NE-A00-012,https://mapafrica.afdb.org/project/P-NE-A00-012,,,,not_found,failed to fetch page
P-Z1-A00-032,https://mapafrica.afdb.org/project/P-Z1-A00-032,,,,not_found,failed to fetch page
P-Z1-AZ0-016,https://mapafrica.afdb.org/project/P-Z1-AZ0-016,,,,not_found,failed to fetch page
P-MW-AAF-003,https://mapafrica.afdb.org/project/P-MW-AAF-003,,,,not_found,failed to fetch page
P-SN-A00-013,https://mapafrica.afdb.org/project/P-SN-A00-013,,,,not_found,failed to fetch page
P-Z1-AZ0-015,https://mapafrica.afdb.org/project/P-Z1-AZ0-015,,,,not_found,failed to fetch page
P-KE-AAZ-009,https://mapafrica.afdb.org/project/P-KE-AAZ-009,,,,not_found,failed to fetch page
P-TN-AA0-013,https://mapafrica.afdb.org/project/P-TN-AA0-013,,,,not_found,failed to fetch page
P-ML-AA0-024,https://mapafrica.afdb.org/project/P-ML-AA0-024,,,,not_found,failed to fetch page
P-NG-AAB-003,https://mapafrica.afdb.org/project/P-NG-AAB-003,,,,not_found,failed to fetch page
P-Z1-AAG-031,https://mapafrica.afdb.org/project/P-Z1-AAG-031,,,,not_found,failed to fetch page
P-Z1-AAD-005,https://mapafrica.afdb.org/project/P-Z1-AAD-005,,,,not_found,failed to fetch page
P-KE-AA0-022,https://mapafrica.afdb.org/project/P-KE-AA0-022,,,,not_found,failed to fetch page
P-MZ-AA0-043,https://mapafrica.afdb.org/project/P-MZ-AA0-043,,,,not_found,failed to fetch page
P-Z1-AA0-124,https://mapafrica.afdb.org/project/P-Z1-AA0-124,,,,not_found,failed to fetch page
P-AO-AA0-011,https://mapafrica.afdb.org/project/P-AO-AA0-011,,,,not_found,failed to fetch page
P-CF-A00-003,https://mapafrica.afdb.org/project/P-CF-A00-003,,,,not_found,failed to fetch page
P-GA-A00-003,https://mapafrica.afdb.org/project/P-GA-A00-003,,,,not_found,failed to fetch page
P-Z1-AAZ-036,https://mapafrica.afdb.org/project/P-Z1-AAZ-036,,,,not_found,failed to fetch page
P-CI-AA0-020,https://mapafrica.afdb.org/project/P-CI-AA0-020,,,,not_found,failed to fetch page
P-NG-AA0-044,https://mapafrica.afdb.org/project/P-NG-AA0-044,,,,not_found,failed to fetch page
P-ZW-AA0-022,https://mapafrica.afdb.org/project/P-ZW-AA0-022,,,,not_found,failed to fetch page
P-MW-AA0-041,https://mapafrica.afdb.org/project/P-MW-AA0-041,,,,not_found,failed to fetch page
P-MZ-AA0-042,https://mapafrica.afdb.org/project/P-MZ-AA0-042,,,,not_found,failed to fetch page
P-CV-A00-003,https://mapafrica.afdb.org/project/P-CV-A00-003,,,,not_found,failed to fetch page
P-ML-AA0-041,https://mapafrica.afdb.org/project/P-ML-AA0-041,,,,not_found,failed to fetch page
P-SD-AAB-005,https://mapafrica.afdb.org/project/P-SD-AAB-005,,,,not_found,failed to fetch page
P-GN-A00-009,https://mapafrica.afdb.org/project/P-GN-A00-009,,,,not_found,failed to fetch page
P-Z1-AA0-156,https://mapafrica.afdb.org/project/P-Z1-AA0-156,,,,not_found,failed to fetch page
P-Z1-AA0-149,https://mapafrica.afdb.org/project/P-Z1-AA0-149,,,,not_found,failed to fetch page
P-Z1-AA0-155,https://mapafrica.afdb.org/project/P-Z1-AA0-155,,,,not_found,failed to fetch page
P-Z1-AA0-157,https://mapafrica.afdb.org/project/P-Z1-AA0-157,,,,not_found,failed to fetch page
P-MU-A00-002,https://mapafrica.afdb.org/project/P-MU-A00-002,,,,not_found,failed to fetch page
P-KM-A00-002,https://mapafrica.afdb.org/project/P-KM-A00-002,,,,not_found,failed to fetch page
P-MG-AA0-044,https://mapafrica.afdb.org/project/P-MG-AA0-044,,,,not_found,failed to fetch page
P-CI-AA0-037,https://mapafrica.afdb.org/project/P-CI-AA0-037,,,,not_found,failed to fetch page
P-SO-AA0-009,https://mapafrica.afdb.org/project/P-SO-AA0-009,,,,not_found,failed to fetch page
P-BI-AA0-017,https://mapafrica.afdb.org/project/P-BI-AA0-017,,,,not_found,failed to fetch page
P-MW-AA0-038,https://mapafrica.afdb.org/project/P-MW-AA0-038,,,,not_found,failed to fetch page
P-TG-AA0-015,https://mapafrica.afdb.org/project/P-TG-AA0-015,,,,not_found,failed to fetch page
P-GM-AA0-019,https://mapafrica.afdb.org/project/P-GM-AA0-019,,,,not_found,failed to fetch page
P-ZM-AA0-043,https://mapafrica.afdb.org/project/P-ZM-AA0-043,,,,not_found,failed to fetch page
P-LR-AA0-013,https://mapafrica.afdb.org/project/P-LR-AA0-013,,,,not_found,failed to fetch page
P-KE-A00-002,https://mapafrica.afdb.org/project/P-KE-A00-002,,,,not_found,failed to fetch page
P-GW-A00-007,https://mapafrica.afdb.org/project/P-GW-A00-007,,,,not_found,failed to fetch page
P-TN-AB0-005,https://mapafrica.afdb.org/project/P-TN-AB0-005,,,,not_found,failed to fetch page
P-GH-AA0-036,https://mapafrica.afdb.org/project/P-GH-AA0-036,,,,not_found,failed to fetch page
P-Z1-AAZ-038,https://mapafrica.afdb.org/project/P-Z1-AAZ-038,,,,not_found,failed to fetch page
P-BW-AA0-011,https://mapafrica.afdb.org/project/P-BW-AA0-011,,,,not_found,failed to fetch page
P-SS-AAZ-001,https://mapafrica.afdb.org/project/P-SS-AAZ-001,,,,not_found,failed to fetch page
P-NE-A00-009,https://mapafrica.afdb.org/project/P-NE-A00-009,,,,not_found,failed to fetch page
P-NE-A00-008,https://mapafrica.afdb.org/project/P-NE-A00-008,,,,not_found,failed to fetch page
P-ER-AAZ-003,https://mapafrica.afdb.org/project/P-ER-AAZ-003,,,,not_found,failed to fetch page
P-CI-AA0-033,https://mapafrica.afdb.org/project/P-CI-AA0-033,,,,not_found,failed to fetch page
P-ZM-AAE-003,https://mapafrica.afdb.org/project/P-ZM-AAE-003,,,,not_found,failed to fetch page
P-TN-AA0-009,https://mapafrica.afdb.org/project/P-TN-AA0-009,,,,not_found,failed to fetch page
P-Z1-AZ0-014,https://mapafrica.afdb.org/project/P-Z1-AZ0-014,,,,not_found,failed to fetch page
P-ET-AAG-005,https://mapafrica.afdb.org/project/P-ET-AAG-005,,,,not_found,failed to fetch page
P-MW-AA0-024,https://mapafrica.afdb.org/project/P-MW-AA0-024,,,,not_found,failed to fetch page
P-KE-AAD-005,https://mapafrica.afdb.org/project/P-KE-AAD-005,,,,not_found,failed to fetch page
P-GN-A00-004,https://mapafrica.afdb.org/project/P-GN-A00-004,,,,not_found,failed to fetch page
P-MZ-AA0-034,https://mapafrica.afdb.org/project/P-MZ-AA0-034,,,,not_found,failed to fetch page
P-TZ-A00-008,https://mapafrica.afdb.org/project/P-TZ-A00-008,,,,not_found,failed to fetch page
P-Z1-A00-023,https://mapafrica.afdb.org/project/P-Z1-A00-023,,,,not_found,failed to fetch page
P-BF-AAD-006,https://mapafrica.afdb.org/project/P-BF-AAD-006,,,,not_found,failed to fetch page
P-CD-AB0-006,https://mapafrica.afdb.org/project/P-CD-AB0-006,,,,not_found,failed to fetch page
P-EG-AAC-025,https://mapafrica.afdb.org/project/P-EG-AAC-025,,,,not_found,failed to fetch page
P-CM-AA0-012,https://mapafrica.afdb.org/project/P-CM-AA0-012,,,,not_found,failed to fetch page
P-UG-AAD-001,https://mapafrica.afdb.org/project/P-UG-AAD-001,,,,not_found,failed to fetch page
P-EG-AAC-019,https://mapafrica.afdb.org/project/P-EG-AAC-019,,,,not_found,failed to fetch page
P-ZM-AA0-021,https://mapafrica.afdb.org/project/P-ZM-AA0-021,,,,not_found,failed to fetch page
P-LS-AAZ-003,https://mapafrica.afdb.org/project/P-LS-AAZ-003,,,,not_found,failed to fetch page
P-MR-AAZ-003,https://mapafrica.afdb.org/project/P-MR-AAZ-003,,,,not_found,failed to fetch page
P-SN-A00-006,https://mapafrica.afdb.org/project/P-SN-A00-006,,,,not_found,failed to fetch page
P-GM-A00-004,https://mapafrica.afdb.org/project/P-GM-A00-004,,,,not_found,failed to fetch page
P-MA-A00-002,https://mapafrica.afdb.org/project/P-MA-A00-002,,,,not_found,failed to fetch page
P-CG-AA0-013,https://mapafrica.afdb.org/project/P-CG-AA0-013,,,,not_found,failed to fetch page
P-KM-AA0-006,https://mapafrica.afdb.org/project/P-KM-AA0-006,,,,not_found,failed to fetch page
P-CF-AB0-003,https://mapafrica.afdb.org/project/P-CF-AB0-003,,,,not_found,failed to fetch page
P-TD-AA0-019,https://mapafrica.afdb.org/project/P-TD-AA0-019,,,,not_found,failed to fetch page
P-DJ-AAZ-002,https://mapafrica.afdb.org/project/P-DJ-AAZ-002,,,,not_found,failed to fetch page
P-ET-AA0-015,https://mapafrica.afdb.org/project/P-ET-AA0-015,,,,not_found,failed to fetch page
P-KE-AAZ-008,https://mapafrica.afdb.org/project/P-KE-AAZ-008,,,,not_found,failed to fetch page
P-GA-AAB-004,https://mapafrica.afdb.org/project/P-GA-AAB-004,,,,not_found,failed to fetch page
P-ZM-AAZ-003,https://mapafrica.afdb.org/project/P-ZM-AAZ-003,,,,not_found,failed to fetch page
P-RW-AAE-006,https://mapafrica.afdb.org/project/P-RW-AAE-006,,,,not_found,failed to fetch page
P-NE-AAB-001,https://mapafrica.afdb.org/project/P-NE-AAB-001,,,,not_found,failed to fetch page
P-SC-AAF-005,https://mapafrica.afdb.org/project/P-SC-AAF-005,,,,not_found,failed to fetch page
P-MR-AAZ-002,https://mapafrica.afdb.org/project/P-MR-AAZ-002,,,,not_found,failed to fetch page
P-MA-AAZ-003,https://mapafrica.afdb.org/project/P-MA-AAZ-003,,,,not_found,failed to fetch page
P-ZM-AAC-002,https://mapafrica.afdb.org/project/P-ZM-AAC-002,,,,not_found,failed to fetch page
P-GH-AA0-033,https://mapafrica.afdb.org/project/P-GH-AA0-033,,,,not_found,failed to fetch page
P-ZW-AAE-005,https://mapafrica.afdb.org/project/P-ZW-AAE-005,,,,not_found,failed to fetch page
P-GM-AAF-005,https://mapafrica.afdb.org/project/P-GM-AAF-005,,,,not_found,failed to fetch page
P-NA-AAF-001,https://mapafrica.afdb.org/project/P-NA-AAF-001,,,,not_found,failed to fetch page
P-MG-AAZ-002,https://mapafrica.afdb.org/project/P-MG-AAZ-002,,,,not_found,failed to fetch page
P-SZ-AAC-004,https://mapafrica.afdb.org/project/P-SZ-AAC-004,,,,not_found,failed to fetch page
P-KE-AAA-002,https://mapafrica.afdb.org/project/P-KE-AAA-002,,,,not_found,failed to fetch page
P-MA-AAZ-002,https://mapafrica.afdb.org/project/P-MA-AAZ-002,,,,not_found,failed to fetch page
P-BI-AAZ-002,https://mapafrica.afdb.org/project/P-BI-AAZ-002,,,,not_found,failed to fetch page
P-TG-AAZ-001,https://mapafrica.afdb.org/project/P-TG-AAZ-001,,,,not_found,failed to fetch page
P-DJ-AAZ-001,https://mapafrica.afdb.org/project/P-DJ-AAZ-001,,,,not_found,failed to fetch page
P-BI-AAZ-001,https://mapafrica.afdb.org/project/P-BI-AAZ-001,,,,not_found,failed to fetch page
P-MZ-AAZ-003,https://mapafrica.afdb.org/project/P-MZ-AAZ-003,,,,not_found,failed to fetch page
P-GW-AAF-004,https://mapafrica.afdb.org/project/P-GW-AAF-004,,,,not_found,failed to fetch page
P-BI-AB0-001,https://mapafrica.afdb.org/project/P-BI-AB0-001,,,,not_found,failed to fetch page
P-RW-AB0-005,https://mapafrica.afdb.org/project/P-RW-AB0-005,,,,not_found,failed to fetch page
P-GM-AA0-012,https://mapafrica.afdb.org/project/P-GM-AA0-012,,,,not_found,failed to fetch page
P-CG-AA0-010,https://mapafrica.afdb.org/project/P-CG-AA0-010,,,,not_found,failed to fetch page
P-KE-AAZ-006,https://mapafrica.afdb.org/project/P-KE-AAZ-006,,,,not_found,failed to fetch page
P-CI-AAZ-001,https://mapafrica.afdb.org/project/P-CI-AAZ-001,,,,not_found,failed to fetch page
P-RW-AAZ-005,https://mapafrica.afdb.org/project/P-RW-AAZ-005,,,,not_found,failed to fetch page
P-MR-AAZ-001,https://mapafrica.afdb.org/project/P-MR-AAZ-001,,,,not_found,failed to fetch page
P-KE-AAZ-005,https://mapafrica.afdb.org/project/P-KE-AAZ-005,,,,not_found,failed to fetch page
P-RW-AAZ-004,https://mapafrica.afdb.org/project/P-RW-AAZ-004,,,,not_found,failed to fetch page
P-ZM-AAZ-001,https://mapafrica.afdb.org/project/P-ZM-AAZ-001,,,,not_found,failed to fetch page
P-KE-AAZ-004,https://mapafrica.afdb.org/project/P-KE-AAZ-004,,,,not_found,failed to fetch page
P-MZ-AAC-001,https://mapafrica.afdb.org/project/P-MZ-AAC-001,,,,not_found,failed to fetch page
P-MG-A00-001,https://mapafrica.afdb.org/project/P-MG-A00-001,,,,not_found,failed to fetch page
P-EG-AAC-003,https://mapafrica.afdb.org/project/P-EG-AAC-003,,,,not_found,failed to fetch page
P-GA-AAG-002,https://mapafrica.afdb.org/project/P-GA-AAG-002,,,,not_found,failed to fetch page
P-TZ-AAZ-002,https://mapafrica.afdb.org/project/P-TZ-AAZ-002,,,,not_found,failed to fetch page
P-MZ-AAZ-002,https://mapafrica.afdb.org/project/P-MZ-AAZ-002,,,,not_found,failed to fetch page
P-LS-AAZ-001,https://mapafrica.afdb.org/project/P-LS-AAZ-001,,,,not_found,failed to fetch page
P-MG-AAZ-001,https://mapafrica.afdb.org/project/P-MG-AAZ-001,,,,not_found,failed to fetch page
P-SL-AA0-015,https://mapafrica.afdb.org/project/P-SL-AA0-015,,,,not_found,failed to fetch page
P-BW-AAC-002,https://mapafrica.afdb.org/project/P-BW-AAC-002,,,,not_found,failed to fetch page
P-BW-AA0-006,https://mapafrica.afdb.org/project/P-BW-AA0-006,,,,not_found,failed to fetch page
P-BW-AAZ-001,https://mapafrica.afdb.org/project/P-BW-AAZ-001,,,,not_found,failed to fetch page
P-UG-AB0-001,https://mapafrica.afdb.org/project/P-UG-AB0-001,,,,not_found,failed to fetch page
P-DJ-AZ0-001,https://mapafrica.afdb.org/project/P-DJ-AZ0-001,,,,not_found,failed to fetch page
P-Z1-AA0-075,https://mapafrica.afdb.org/project/P-Z1-AA0-075,,,,not_found,failed to fetch page
P-Z1-AA0-090,https://mapafrica.afdb.org/project/P-Z1-AA0-090,,,,not_found,failed to fetch page
P-EG-AZ0-004,https://mapafrica.afdb.org/project/P-EG-AZ0-004,,,,not_found,failed to fetch page
P-NG-AA0-027,https://mapafrica.afdb.org/project/P-NG-AA0-027,,,,not_found,failed to fetch page
P-CI-AAE-003,https://mapafrica.afdb.org/project/P-CI-AAE-003,,,,not_found,failed to fetch page
P-ML-AAE-003,https://mapafrica.afdb.org/project/P-ML-AAE-003,,,,not_found,failed to fetch page
P-NE-AAC-008,https://mapafrica.afdb.org/project/P-NE-AAC-008,,,,not_found,failed to fetch page
P-RW-A00-007,https://mapafrica.afdb.org/project/P-RW-A00-007,,,,not_found,failed to fetch page
P-BF-AB0-012,https://mapafrica.afdb.org/project/P-BF-AB0-012,,,,not_found,failed to fetch page
P-Z1-AAE-007,https://mapafrica.afdb.org/project/P-Z1-AAE-007,,,,not_found,failed to fetch page
P-CD-AAF-003,https://mapafrica.afdb.org/project/P-CD-AAF-003,,,,not_found,failed to fetch page
P-SD-AAZ-004,https://mapafrica.afdb.org/project/P-SD-AAZ-004,,,,not_found,failed to fetch page
P-GH-AA0-015,https://mapafrica.afdb.org/project/P-GH-AA0-015,,,,not_found,failed to fetch page
P-TZ-AAZ-003,https://mapafrica.afdb.org/project/P-TZ-AAZ-003,,,,not_found,failed to fetch page
P-CM-AAE-002,https://mapafrica.afdb.org/project/P-CM-AAE-002,,,,not_found,failed to fetch page
P-NE-AAE-001,https://mapafrica.afdb.org/project/P-NE-AAE-001,,,,not_found,failed to fetch page
P-BF-AAE-004,https://mapafrica.afdb.org/project/P-BF-AAE-004,,,,not_found,failed to fetch page
P-TG-AAE-001,https://mapafrica.afdb.org/project/P-TG-AAE-001,,,,not_found,failed to fetch page
P-TD-AAE-006,https://mapafrica.afdb.org/project/P-TD-AAE-006,,,,not_found,failed to fetch page
P-Z1-AAE-008,https://mapafrica.afdb.org/project/P-Z1-AAE-008,,,,not_found,failed to fetch page
P-GH-AA0-032,https://mapafrica.afdb.org/project/P-GH-AA0-032,,,,not_found,failed to fetch page
P-NG-AAE-002,https://mapafrica.afdb.org/project/P-NG-AAE-002,,,,not_found,failed to fetch page
P-BJ-AAE-005,https://mapafrica.afdb.org/project/P-BJ-AAE-005,,,,not_found,failed to fetch page
P-MG-A00-002,https://mapafrica.afdb.org/project/P-MG-A00-002,,,,not_found,failed to fetch page
P-BI-AA0-010,https://mapafrica.afdb.org/project/P-BI-AA0-010,,,,not_found,failed to fetch page
P-GW-AA0-008,https://mapafrica.afdb.org/project/P-GW-AA0-008,,,,not_found,failed to fetch page
P-MZ-AZ0-001,https://mapafrica.afdb.org/project/P-MZ-AZ0-001,,,,not_found,failed to fetch page
P-CD-AB0-005,https://mapafrica.afdb.org/project/P-CD-AB0-005,,,,not_found,failed to fetch page
P-MW-AZ0-002,https://mapafrica.afdb.org/project/P-MW-AZ0-002,,,,not_found,failed to fetch page
P-ZM-AZ0-001,https://mapafrica.afdb.org/project/P-ZM-AZ0-001,,,,not_found,failed to fetch page
P-SZ-AA0-006,https://mapafrica.afdb.org/project/P-SZ-AA0-006,,,,not_found,failed to fetch page
P-MZ-AZ0-002,https://mapafrica.afdb.org/project/P-MZ-AZ0-002,,,,not_found,failed to fetch page
P-ZW-AA0-011,https://mapafrica.afdb.org/project/P-ZW-AA0-011,,,,not_found,failed to fetch page
P-ML-AAC-005,https://mapafrica.afdb.org/project/P-ML-AAC-005,,,,not_found,failed to fetch page
P-MG-AAF-001,https://mapafrica.afdb.org/project/P-MG-AAF-001,,,,not_found,failed to fetch page
P-TD-AAF-002,https://mapafrica.afdb.org/project/P-TD-AAF-002,,,,not_found,failed to fetch page
P-SN-A00-001,https://mapafrica.afdb.org/project/P-SN-A00-001,,,,not_found,failed to fetch page
P-KE-AAD-004,https://mapafrica.afdb.org/project/P-KE-AAD-004,,,,not_found,failed to fetch page
P-MR-AA0-005,https://mapafrica.afdb.org/project/P-MR-AA0-005,,,,not_found,failed to fetch page
P-NE-AA0-016,https://mapafrica.afdb.org/project/P-NE-AA0-016,,,,not_found,failed to fetch page
P-GA-AAF-002,https://mapafrica.afdb.org/project/P-GA-AAF-002,,,,not_found,failed to fetch page
P-GH-AA0-027,https://mapafrica.afdb.org/project/P-GH-AA0-027,,,,not_found,failed to fetch page
P-BJ-AAD-003,https://mapafrica.afdb.org/project/P-BJ-AAD-003,,,,not_found,failed to fetch page
P-BI-AA0-011,https://mapafrica.afdb.org/project/P-BI-AA0-011,,,,not_found,failed to fetch page
P-NG-AA0-026,https://mapafrica.afdb.org/project/P-NG-AA0-026,,,,not_found,failed to fetch page
P-GM-AA0-007,https://mapafrica.afdb.org/project/P-GM-AA0-007,,,,not_found,failed to fetch page
P-MU-AAC-002,https://mapafrica.afdb.org/project/P-MU-AAC-002,,,,not_found,failed to fetch page
P-GN-AA0-021,https://mapafrica.afdb.org/project/P-GN-AA0-021,,,,not_found,failed to fetch page
P-EG-AZ0-003,https://mapafrica.afdb.org/project/P-EG-AZ0-003,,,,not_found,failed to fetch page
P-Z1-AA0-088,https://mapafrica.afdb.org/project/P-Z1-AA0-088,,,,not_found,failed to fetch page
P-Z1-AZ0-007,https://mapafrica.afdb.org/project/P-Z1-AZ0-007,,,,not_found,failed to fetch page
P-Z1-AZ0-005,https://mapafrica.afdb.org/project/P-Z1-AZ0-005,,,,not_found,failed to fetch page
P-Z1-AZ0-008,https://mapafrica.afdb.org/project/P-Z1-AZ0-008,,,,not_found,failed to fetch page
P-Z1-AZ0-004,https://mapafrica.afdb.org/project/P-Z1-AZ0-004,,,,not_found,failed to fetch page
P-Z1-AZ0-009,https://mapafrica.afdb.org/project/P-Z1-AZ0-009,,,,not_found,failed to fetch page
P-Z1-AA0-066,https://mapafrica.afdb.org/project/P-Z1-AA0-066,,,,not_found,failed to fetch page
P-ET-AAF-001,https://mapafrica.afdb.org/project/P-ET-AAF-001,,,,not_found,failed to fetch page
P-Z1-AZ0-006,https://mapafrica.afdb.org/project/P-Z1-AZ0-006,,,,not_found,failed to fetch page
P-TZ-AAZ-001,https://mapafrica.afdb.org/project/P-TZ-AAZ-001,,,,not_found,failed to fetch page
P-MR-AAC-007,https://mapafrica.afdb.org/project/P-MR-AAC-007,,,,not_found,failed to fetch page
P-Z1-AAF-001,https://mapafrica.afdb.org/project/P-Z1-AAF-001,,,,not_found,failed to fetch page
P-Z1-AAF-004,https://mapafrica.afdb.org/project/P-Z1-AAF-004,,,,not_found,failed to fetch page
P-Z1-AAF-005,https://mapafrica.afdb.org/project/P-Z1-AAF-005,,,,not_found,failed to fetch page
P-Z1-AAF-003,https://mapafrica.afdb.org/project/P-Z1-AAF-003,,,,not_found,failed to fetch page
P-BF-A00-002,https://mapafrica.afdb.org/project/P-BF-A00-002,,,,not_found,failed to fetch page
P-RW-AAF-001,https://mapafrica.afdb.org/project/P-RW-AAF-001,,,,not_found,failed to fetch page
P-ML-AAF-002,https://mapafrica.afdb.org/project/P-ML-AAF-002,,,,not_found,failed to fetch page
P-UG-AAC-001,https://mapafrica.afdb.org/project/P-UG-AAC-001,,,,not_found,failed to fetch page
P-Z1-AA0-080,https://mapafrica.afdb.org/project/P-Z1-AA0-080,,,,not_found,failed to fetch page
P-Z1-AA0-081,https://mapafrica.afdb.org/project/P-Z1-AA0-081,,,,not_found,failed to fetch page
P-Z1-AA0-083,https://mapafrica.afdb.org/project/P-Z1-AA0-083,,,,not_found,failed to fetch page
P-Z1-AA0-086,https://mapafrica.afdb.org/project/P-Z1-AA0-086,,,,not_found,failed to fetch page
P-Z1-AA0-039,https://mapafrica.afdb.org/project/P-Z1-AA0-039,,,,not_found,failed to fetch page
P-Z1-AA0-085,https://mapafrica.afdb.org/project/P-Z1-AA0-085,,,,not_found,failed to fetch page
P-Z1-AA0-084,https://mapafrica.afdb.org/project/P-Z1-AA0-084,,,,not_found,failed to fetch page
P-Z1-AA0-082,https://mapafrica.afdb.org/project/P-Z1-AA0-082,,,,not_found,failed to fetch page
P-GM-AAA-001,https://mapafrica.afdb.org/project/P-GM-AAA-001,,,,not_found,failed to fetch page
P-CD-AA0-001,https://mapafrica.afdb.org/project/P-CD-AA0-001,,,,not_found,failed to fetch page
P-ML-AAC-004,https://mapafrica.afdb.org/project/P-ML-AAC-004,,,,not_found,failed to fetch page
P-ET-AZ0-001,https://mapafrica.afdb.org/project/P-ET-AZ0-001,,,,not_found,failed to fetch page
P-TN-A00-001,https://mapafrica.afdb.org/project/P-TN-A00-001,,,,not_found,failed to fetch page
P-Z1-AAC-003,https://mapafrica.afdb.org/project/P-Z1-AAC-003,,,,not_found,failed to fetch page
P-Z1-AAZ-002,https://mapafrica.afdb.org/project/P-Z1-AAZ-002,,,,not_found,failed to fetch page
P-SL-AA0-014,https://mapafrica.afdb.org/project/P-SL-AA0-014,,,,not_found,failed to fetch page
P-Z1-AA0-087,https://mapafrica.afdb.org/project/P-Z1-AA0-087,,,,not_found,failed to fetch page
P-KE-AA0-010,https://mapafrica.afdb.org/project/P-KE-AA0-010,,,,not_found,failed to fetch page
P-NG-A00-005,https://mapafrica.afdb.org/project/P-NG-A00-005,,,,not_found,failed to fetch page
P-SZ-AAC-003,https://mapafrica.afdb.org/project/P-SZ-AAC-003,,,,not_found,failed to fetch page
P-MZ-AA0-015,https://mapafrica.afdb.org/project/P-MZ-AA0-015,,,,not_found,failed to fetch page
P-ET-A00-003,https://mapafrica.afdb.org/project/P-ET-A00-003,,,,not_found,failed to fetch page
P-CV-AA0-009,https://mapafrica.afdb.org/project/P-CV-AA0-009,,,,not_found,failed to fetch page
P-SN-AAC-002,https://mapafrica.afdb.org/project/P-SN-AAC-002,,,,not_found,failed to fetch page
P-NE-A00-002,https://mapafrica.afdb.org/project/P-NE-A00-002,,,,not_found,failed to fetch page
P-Z1-AAF-002,https://mapafrica.afdb.org/project/P-Z1-AAF-002,,,,not_found,failed to fetch page
P-ET-AAE-008,https://mapafrica.afdb.org/project/P-ET-AAE-008,,,,not_found,failed to fetch page
P-Z1-AA0-073,https://mapafrica.afdb.org/project/P-Z1-AA0-073,,,,not_found,failed to fetch page
P-Z1-AA0-074,https://mapafrica.afdb.org/project/P-Z1-AA0-074,,,,not_found,failed to fetch page
P-Z1-AA0-072,https://mapafrica.afdb.org/project/P-Z1-AA0-072,,,,not_found,failed to fetch page
P-Z1-AA0-071,https://mapafrica.afdb.org/project/P-Z1-AA0-071,,,,not_found,failed to fetch page
P-Z1-AA0-070,https://mapafrica.afdb.org/project/P-Z1-AA0-070,,,,not_found,failed to fetch page
P-Z1-AA0-069,https://mapafrica.afdb.org/project/P-Z1-AA0-069,,,,not_found,failed to fetch page
P-Z1-AA0-068,https://mapafrica.afdb.org/project/P-Z1-AA0-068,,,,not_found,failed to fetch page
P-Z1-AA0-059,https://mapafrica.afdb.org/project/P-Z1-AA0-059,,,,not_found,failed to fetch page
P-MW-AA0-022,https://mapafrica.afdb.org/project/P-MW-AA0-022,,,,not_found,failed to fetch page
P-NG-AA0-025,https://mapafrica.afdb.org/project/P-NG-AA0-025,,,,not_found,failed to fetch page
P-NE-AAC-006,https://mapafrica.afdb.org/project/P-NE-AAC-006,,,,not_found,failed to fetch page
P-Z1-AA0-056,https://mapafrica.afdb.org/project/P-Z1-AA0-056,,,,not_found,failed to fetch page
P-Z1-AA0-058,https://mapafrica.afdb.org/project/P-Z1-AA0-058,,,,not_found,failed to fetch page
P-ET-AAC-010,https://mapafrica.afdb.org/project/P-ET-AAC-010,,,,not_found,failed to fetch page
P-ET-A00-002,https://mapafrica.afdb.org/project/P-ET-A00-002,,,,not_found,failed to fetch page
P-Z1-A00-006,https://mapafrica.afdb.org/project/P-Z1-A00-006,,,,not_found,failed to fetch page
P-BF-AA0-019,https://mapafrica.afdb.org/project/P-BF-AA0-019,,,,not_found,failed to fetch page
P-CM-A00-006,https://mapafrica.afdb.org/project/P-CM-A00-006,,,,not_found,failed to fetch page
P-GM-AA0-010,https://mapafrica.afdb.org/project/P-GM-AA0-010,,,,not_found,failed to fetch page
P-MW-AAZ-002,https://mapafrica.afdb.org/project/P-MW-AAZ-002,,,,not_found,failed to fetch page
P-TD-AAE-004,https://mapafrica.afdb.org/project/P-TD-AAE-004,,,,not_found,failed to fetch page
P-BF-AA0-020,https://mapafrica.afdb.org/project/P-BF-AA0-020,,,,not_found,failed to fetch page
P-SZ-AAA-001,https://mapafrica.afdb.org/project/P-SZ-AAA-001,,,,not_found,failed to fetch page
P-GH-A00-001,https://mapafrica.afdb.org/project/P-GH-A00-001,,,,not_found,failed to fetch page
P-ML-AA0-016,https://mapafrica.afdb.org/project/P-ML-AA0-016,,,,not_found,failed to fetch page
P-GH-AAG-002,https://mapafrica.afdb.org/project/P-GH-AAG-002,,,,not_found,failed to fetch page
P-UG-AA0-019,https://mapafrica.afdb.org/project/P-UG-AA0-019,,,,not_found,failed to fetch page
